SNR_dB,CAR_classical,CAR_DL_SemCom,CAR_LPG,TUP_classical,TUP_DL_SemCom,TUP_LPG,SEP_classical,SEP_DL_SemCom,SEP_LPG,NSC_LPG
6.600000000000001,0.2563244128925484,0.6257996632037355,0.9791562885909184,0.2953125068297407,0.6531557238270631,0.9739503422150072,0.7436755871074516,0.3742003367962645,0.02084371140908159,648.1229746121237
6.800000000000001,0.27824955969796417,0.652543648018288,0.9815422184130178,0.3137296301462899,0.6750857913749961,0.9757875081780237,0.7217504403020358,0.347456351981712,0.01845778158698219,663.4367136138255
7.0,0.30129031594913075,0.6783586398972901,0.9836595943077558,0.33308386539726986,0.6962540847157779,0.977417887616972,0.6987096840508693,0.32164136010270994,0.016340405692244153,678.7936294351011
7.200000000000001,0.3253788626148931,0.7031282289012293,0.9855376552759775,0.35331824459651023,0.716565147699008,0.9788639945625026,0.6746211373851069,0.2968717710987707,0.014462344724022524,694.1961564528505
7.4,0.35042740795998545,0.7267586515998464,0.9872026722338242,0.37435902268638777,0.7359420943118741,0.9801460576200446,0.6495725920400146,0.27324134840015357,0.012797327766175814,709.6463975848884
7.600000000000001,0.37632857849340556,0.7491791082733932,0.9886782016834839,0.39611600593446067,0.7543268687841824,0.9812822152962826,0.6236714215065944,0.2508208917266068,0.01132179831651614,725.1461313328756
7.800000000000001,0.4029565814497407,0.7703412309251865,0.9899853287342331,0.4184835284177822,0.7716798093586529,0.9822887031253594,0.5970434185502593,0.22965876907481353,0.010014671265766939,740.6968235916952
8.0,0.4301691593486878,0.7902178373248528,0.9911428969689094,0.4413420938528978,0.7879786266063793,0.9831800306660603,0.5698308406513122,0.20978216267514715,0.008857103031090552,756.2996429023385
8.2,0.45781030327580535,0.808801130755827,0.9921677236441586,0.4645606547516765,0.8032169272197781,0.9839691472060021,0.5421896967241946,0.19119886924417295,0.007832276355841383,771.9554780687095
8.400000000000002,0.48571363449794686,0.8261005127116227,0.9930747994717589,0.48799945297827535,0.8174024204235305,0.9846675955932543,0.5142863655020531,0.17389948728837734,0.006925200528241082,787.6649572681744
8.600000000000001,0.5137063100326746,0.8421401691320554,0.9938774727961823,0.5115133004274467,0.8305549386882853,0.9852856540530603,0.48629368996732536,0.15785983086794464,0.006122527203817674,803.4284679636403
8.8,0.5416132632610937,0.8569565735642469,0.9945876183977801,0.5349551411393186,0.8427043903226824,0.9858324661662906,0.4583867367389063,0.14304342643575307,0.005412381602219907,819.2461770744619
9.0,0.569261561260906,0.8705960268219187,0.995215791443422,0.558179711459161,0.8538887419939734,0.9863161594114349,0.430738438739094,0.12940397317808128,0.004784208556578018,835.1180509878097
9.2,0.596484650125748,0.8831123259495438,0.995771367303667,0.5810471061056283,0.8641521072786259,0.9867439528238235,0.40351534987425197,0.11688767405045619,0.004228632696333001,851.043875094597
9.400000000000002,0.623126269529443,0.894564628560091,0.9962626680794298,0.6034260664047321,0.8735429954192746,0.9871222544211609,0.37687373047055694,0.105435371439909,0.0037373319205702416,867.0232726176853
9.600000000000001,0.6490438468442812,0.9050155540648165,0.9966970767493842,0.6251968313491961,0.8821127543331495,0.9874567490970259,0.3509561531557188,0.09498444593518351,0.0033029232506157635,883.055722567779
9.8,0.6741112253917547,0.9145295422841275,0.9970811398761787,0.6462534293290739,0.8899142246729845,0.9877524777046576,0.3258887746082453,0.08547045771587247,0.002918860123821254,899.1405767166393
10.0,0.6982206352664996,0.9231714730366971,0.9974206598061918,0.6665053336238596,0.8970006078900916,0.9880139080507676,0.3017793647335004,0.07682852696330289,0.0025793401938082328,915.2770755203063
10.2,0.7212838722060215,0.9310055376127414,0.9977207772728317,0.685878452653058,0.9034245408424479,0.9882449985000804,0.2787161277939785,0.06899446238725859,0.002279222727168295,931.464362958768
10.400000000000002,0.7432327040019455,0.9380943442299422,0.9979860452740911,0.7043154713616342,0.9092373622685526,0.9884492548610501,0.2567672959980545,0.0619056557700578,0.0020139547259089285,947.7015002846928
10.600000000000001,0.7640185699101381,0.944498234108248,0.9982204950464092,0.7217755987245159,0.9144885519687633,0.9886297811857351,0.23598143008986194,0.05550176589175204,0.0017795049535908047,963.9874786937492
10.8,0.783611673054091,0.950274782048548,0.9984276949028221,0.7382338053654364,0.9192253212798093,0.988789325075173,0.21638832694590904,0.049725217951452017,0.001572305097177873,980.3212309439562
11.0,0.8019995874467887,0.9554784547215179,0.998610802646777,0.7536796534553024,0.9234923328716447,0.9889303180380183,0.19800041255321132,0.044521545278482066,0.0013891973532229596,996.701641962313
11.200000000000003,0.8191855102337279,0.9601604006821722,0.998772612216004,0.7681158285963313,0.9273315285593812,0.9890549114063231,0.18081448976627212,0.03983959931782777,0.0012273877839960035,1013.1275584845574
11.400000000000002,0.8351862876827129,0.9643683479233657,0.9989155951549595,0.7815564816534787,0.9307820452971598,0.9891650082693189,0.16481371231728714,0.035631652076634324,0.0010844048450404653,1029.5977977788962
11.600000000000001,0.8500303327556852,0.9681465871645636,0.9990419374606267,0.7940254795147755,0.9338802014749421,0.9892622918446826,0.14996966724431482,0.03185341283543641,0.00095806253937325,1046.1111555075267
11.8,0.8637555355726245,0.9715360217320125,0.9991535722955481,0.8055546498810046,0.9366595378202502,0.989348250667572,0.13624446442737548,0.028463978267987522,0.0008464277044518687,1062.6664127811566
12.0,0.8764072484127466,0.9745742675988971,0.9992522090142754,0.8161820886667072,0.9391508994310955,0.989424200940992,0.12359275158725336,0.025425732401102907,0.000747790985724639,1079.262342461915
12.200000000000003,0.8880364064125467,0.9772957897662209,0.9993393589051562,0.8259505813865391,0.9413825476083011,0.9894913063569702,0.11196359358745334,0.02270421023377911,0.0006606410948437613,1095.8977147692908
12.400000000000002,0.898697825598153,0.9797320635807532,0.9994163580086021,0.8349061735024484,0.9433802921362175,0.9895505956666236,0.10130217440184697,0.020267936419246846,0.0005836419913979318,1112.571302242301
12.600000000000001,0.9084487025398641,0.9819117517524056,0.9994843873356286,0.8430969101334858,0.9451676364369725,0.989602978248434,0.0915512974601359,0.018088248247594363,0.0005156126643713899,1129.281884109182
12.8,0.9173473254165287,0.9838608897281206,0.9995444907764424,0.8505717533498841,0.9467659295770589,0.9896492578978606,0.08265267458347125,0.01613911027187942,0.00045550922355763745,1146.0282501135898
13.0,0.9254519948652822,0.985603073702741,0.9995975909579775,0.8573796756868369,0.9481945204362476,0.9896901450376426,0.07454800513471782,0.014396926297258972,0.00040240904202248906,1162.809203843825
13.200000000000003,0.9328201445823551,0.987159646913326,0.9996445032813807,0.8635689214491782,0.9494709104689273,0.9897262675266632,0.06717985541764493,0.012840353086673972,0.0003554967186193414,1179.6235656089466
13.400000000000002,0.9395076459351777,0.9885498809941508,0.9996859483452918,0.8691864225855491,0.9506109024152036,0.9897581802258747,0.06049235406482234,0.011450119005849246,0.00031405165470821395,1196.4701749029496
