time_step,ARS_anchor_richness,AER_anchor_enrichment_rate,semantic_drift_velocity,Cs_semantic_capacity,static_capacity_baseline
23,0.5652445842820762,0.00559044967476402,0.00559044967476402,1.830741628545327,0.782360792703365
24,0.5741382913128403,0.009450046273139445,0.009450046273139445,1.886981545294682,0.782360792703365
25,0.5841446768283551,0.012050713711686312,0.012050713711686312,1.9517010022041952,0.782360792703365
26,0.598239718736213,0.009506975458604405,0.009506975458604405,2.045479221135266,0.782360792703365
27,0.603158627745564,0.004626549395447155,0.004626549395447155,2.0789307673941617,0.782360792703365
28,0.6074928175271073,0.003048047649216401,0.003048047649216401,2.108718280454422,0.782360792703365
29,0.6092547230439967,0.00635596175145825,0.00635596175145825,2.120911173563592,0.782360792703365
30,0.6202047410300238,-0.005429616181892805,0.005429616181892805,2.1977794782182967,0.782360792703365
31,0.5983954906802111,-0.01486185788348593,0.01486185788348593,2.0465327963197333,0.782360792703365
32,0.5904810252630519,-0.010294125942784671,0.010294125942784671,1.9934786906713777,0.782360792703365
33,0.5778072387946418,-0.008351111086613794,0.008351111086613794,1.910533590374737,0.782360792703365
34,0.5737788030898243,-0.008943221665138168,0.008943221665138168,1.8846849448288316,0.782360792703365
35,0.5599207954643655,-0.021587212676626555,0.021587212676626555,1.7976504134110258,0.782360792703365
36,0.5306043777365712,-0.028862295757802303,0.028862295757802303,1.6230390341192076,0.782360792703365
37,0.5021962039487609,-0.02682335070209832,0.02682335070209832,1.4659013319280314,0.782360792703365
38,0.47695767633237457,-0.020689802016229136,0.020689802016229136,1.3359919423528415,0.782360792703365
39,0.4608165999163026,-0.020991591402086063,0.020991591402086063,1.2575732922742338,0.782360792703365
40,0.43497449352820244,-0.026265088792875202,0.026265088792875202,1.1393990689203293,0.782360792703365
41,0.4082864223305522,-0.02897465565447413,0.02897465565447413,1.0266033974292106,0.782360792703365
42,0.3770251822192542,-0.02202233039682089,0.02202233039682089,0.9059513527184095,0.782360792703365
43,0.3642417615369104,-0.013906930380821747,0.013906930380821747,0.8600465652449107,0.782360792703365
44,0.3492113214576107,-0.01140511292344043,0.01140511292344043,0.8085348043530414,0.782360792703365
45,0.34143153569002954,-0.0026986959766200913,0.0026986959766200913,0.7828943228045396,0.782360792703365
46,0.3438139295043705,0.0010960019259242115,0.0010960019259242115,0.7906730840466906,0.782360792703365
47,0.34362353954187796,0.006862640368957118,0.006862640368957118,0.7900490777343803,0.782360792703365
48,0.35753921024228474,0.013124170397139034,0.013124170397139034,0.8367510338686914,0.782360792703365
49,0.36987188033615603,0.017788135373591363,0.017788135373591363,0.8800239511221445,0.782360792703365
50,0.39311548098946747,0.025691988795633225,0.025691988795633225,0.9665392079726512,0.782360792703365
51,0.4212558579274225,0.021078527197912117,0.021078527197912117,1.0802659246223745,0.782360792703365
52,0.4352725353852917,0.02615327595585329,0.02615327595585329,1.1407111564167056,0.782360792703365
53,0.47356240983912906,0.034053429960942544,0.034053429960942544,1.3191977566926196,0.782360792703365
54,0.5033793953071768,0.029514931767062297,0.029514931767062297,1.4722132932201242,0.782360792703365
55,0.5325922733732537,0.030410170770144962,0.030410170770144962,1.6344757394343927,0.782360792703365
56,0.5641997368474667,0.035536595052502506,0.035536595052502506,1.824213321218794,0.782360792703365
57,0.6036654634782587,0.023786409881286608,0.023786409881286608,2.0823989593002716,0.782360792703365
58,0.6117725566100399,0.02143158783466409,0.02143158783466409,2.1384196132716395,0.782360792703365
59,0.6465286391475868,0.01764345242029275,0.01764345242029275,2.390324737790001,0.782360792703365
60,0.6470594614506254,0.01312225147302526,0.01312225147302526,2.394320915805002,0.782360792703365
61,0.6727731420936374,0.02139163205627609,0.02139163205627609,2.5933265060453476,0.782360792703365
62,0.6898427255631776,0.015561344978547054,0.015561344978547054,2.7313488368747865,0.782360792703365
63,0.7038958320507315,0.011881913793720222,0.011881913793720222,2.848556369492407,0.782360792703365
64,0.713606553150618,0.008569426379068379,0.008569426379068379,2.9314455367631185,0.782360792703365
65,0.7210346848088682,0.0022905861807602235,0.0022905861807602235,2.9959030592510483,0.782360792703365
66,0.7181877255121385,3.257439003245821e-05,3.257439003245821e-05,2.971090594707961,0.782360792703365
67,0.7210998335889331,0.007332177664306161,0.007332177664306161,2.99647243145098,0.782360792703365
68,0.7328520808407508,0.0029659678792318123,0.0029659678792318123,3.100335643162355,0.782360792703365
69,0.7270317693473968,-0.006346010117647294,0.006346010117647294,3.048610260707786,0.782360792703365
70,0.7201600606054562,-0.0029065954117358794,0.0029065954117358794,2.988266037334322,0.782360792703365
71,0.721218578523925,0.0010405531066042806,0.0010405531066042806,2.9975103919983326,0.782360792703365
72,0.7222411668186648,0.005014008732536879,0.005014008732536879,3.006458612742785,0.782360792703365
73,0.7312465959889988,0.0026289213615016682,0.0026289213615016682,3.086011290770728,0.782360792703365
74,0.7274990095416681,-0.0007287648106520939,0.0007287648106520939,3.0527418349123585,0.782360792703365
75,0.7297890663676946,-0.003649092876787996,0.003649092876787996,3.073044194282382,0.782360792703365
76,0.7202008237880921,-0.0037050781759491724,0.0037050781759491724,2.9886216904526504,0.782360792703365
77,0.7223789100157962,0.001711156362111499,0.001711156362111499,3.0076652689163037,0.782360792703365
78,0.7236231365123151,-0.0036879614850687803,0.0036879614850687803,3.0185791959829777,0.782360792703365
79,0.7150029870456587,-0.0026676801572543263,0.0026676801572543263,2.943493352756937,0.782360792703365
80,0.7182877761978065,-0.0032919987529050343,0.0032919987529050343,2.971960301634137,0.782360792703365
81,0.7084189895398486,-0.004869093078751163,0.004869093078751163,2.8869717461494058,0.782360792703365
82,0.7085495900403042,-0.0009282181554294833,0.0009282181554294833,2.8880859523978386,0.782360792703365
83,0.7065625532289896,-0.0047077634017643755,0.0047077634017643755,2.8711641506803813,0.782360792703365
84,0.6991340632367754,0.0013808055268010322,0.0013808055268010322,2.8084784322812135,0.782360792703365
85,0.7093241642825917,0.0010264821869568896,0.0010264821869568896,2.894699946309085,0.782360792703365
86,0.7011870276106892,-0.00302914389086828,0.00302914389086828,2.82571169472213,0.782360792703365
87,0.7032658765008551,0.0021032986970638268,0.0021032986970638268,2.8432328696643157,0.782360792703365
88,0.7053936250048168,0.00043772706333888856,0.00043772706333888856,2.8612398529538376,0.782360792703365
89,0.7041413306275329,-0.0003027072543818621,0.0003027072543818621,2.8506327480697196,0.782360792703365
90,0.7047882104960531,0.0006468798685201893,0.0006468798685201893,2.856108683723336,0.782360792703365
